,NBN.Atlas.record.ID,Occurrence.ID,Licence,Rightsholder,Scientific.name,Taxon.author,Name.qualifier,Common.name,Species.ID..TVK.,Taxon.Rank,Occurrence.status,Start.date,Start.date.day,Start.date.month,Start.date.year,End.date,End.date.day,End.date.month,End.date.year,Locality,OSGR,Latitude,Longitude,Coordinate.uncertainty..m.,Verbatim.depth,Recorder,Determiner,Individual.count,Abundance,Abundance.scale,Organism.scope,Organism.remarks,Sex,Life.stage,Occurrence.remarks,Identification.verification.status,Basis.of.record,Survey.key,Dataset.name,Dataset.ID,Data.provider,Data.provider.ID,Institution.code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR.100km,OSGR.10km,OSGR.2km,OSGR.1km,Country,State.Province,Vitality
20,ba309a9a-34c8-452b-b180-fc2640b04893,554021612,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_14 - 15,SX383315,50.161904,-4.264563,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33V,SX3831,United Kingdom,England,
21,b73f91f2-36f9-4528-8c32-0a212c812c81,554022127,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_14 - 15,SX383316,50.162803,-4.264605,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33V,SX3831,United Kingdom,England,
22,b6d8648f-d8a2-4ddf-804f-fbe6b5f682cd,554045014,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_13,SX375319,50.16528,-4.275925,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Q,SX3731,United Kingdom,England,
23,b1e9de1d-77f0-4ed4-99d9-fbb63708842a,554048795,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,04/02/2006,4,2,2006,04/02/2006,4,2,2006,C_MESH_04,SX331381,50.21977,-4.340202,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33J,SX3338,United Kingdom,England,
24,aca64047-8609-455c-a4ab-34f843c2e7c2,554025103,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_01,SX386362,50.204222,-4.262361,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Y,SX3836,United Kingdom,England,
25,a9ed8a70-7617-4400-91d7-88221f2cafe6,554031841,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_02,SX384359,50.201472,-4.265034,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33X,SX3835,United Kingdom,England,
26,a792bd2e-fee4-43b7-a633-a99ab6a52d4e,T-MRLRC02400000015,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,16/02/2019,16,2,2019,,NA,NA,NA,Lulworth Banks West,SY780771,50.59326,-2.311765,70.7,-20 to -19 m,Mike Markey,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC02400000002,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SY,SY77,SY77Y,SY7877,United Kingdom,England,alive
27,a7572131-9fc5-4ea9-9333-297468513056,554044487,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,04/02/2006,4,2,2006,04/02/2006,4,2,2006,C_MESH_06,SX333376,50.215333,-4.337181,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33I,SX3337,United Kingdom,England,
28,a7058225-e702-452e-87d3-4cbdc64dbcbc,554024417,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,04/02/2006,4,2,2006,04/02/2006,4,2,2006,C_MESH_01,SX330382,50.22064,-4.341646,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33J,SX3338,United Kingdom,England,
29,a6d7028e-8e33-44a6-92a7-32d3c33d312b,554021633,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_14 - 15,SX384316,50.16283,-4.263206,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33V,SX3831,United Kingdom,England,
30,9e7cecdf-6e6b-4c82-ba55-7922443ed347,T-MRMCS0150000AC6C,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,08/02/2015,8,2,2015,,NA,NA,NA,Reef on West side of Persier,SX599445,50.28452,-3.967421,70.7,-25.5 to -21.5 m,Sally Sharrock,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000006E,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54X,SX5944,United Kingdom,England,dead
31,9ce1d196-4d5b-4794-ad78-cfd061fa211c,501441389,CC-BY,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,20/02/2005,20,2,2005,20/02/2005,20,2,2005,"Firestone Bay, Plymouth Sound",SX467529,50.35646,-4.155714,70.7,,Sally Sharrock,,Rare,,,NA,NA,,,,Accepted,HumanObservation,1,"Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey",dr716,Seasearch,dp119,Seasearch/Marine Conservation Society,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX45,SX45R,SX4652,United Kingdom,England,
32,9a0efbe6-2b20-47de-9ed6-8de6db5a11bd,554032569,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_02,SX384358,50.200573,-4.264991,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33X,SX3835,United Kingdom,England,
33,96386dc7-37ea-4dc2-94c2-2fd8502aee0f,554021605,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_14 - 15,SX385316,50.162857,-4.261807,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33V,SX3831,United Kingdom,England,
34,942a9c6f-2d57-41c8-ad1c-d0f52f3136fd,T-MRLRC00300000B6B,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,15/02/2004,15,2,2004,,NA,NA,NA,Raglans Reef,SW824202,50.04239,-5.039832,70.7,-17.7 to -5.7 m,John Trenain,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRLRC00300000014,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SW,SW82,SW82F,SW8220,United Kingdom,England,alive
35,8f7bfc97-146c-4a7b-bb08-e900da31bed3,554025134,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_01,SX386362,50.204222,-4.262361,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Y,SX3836,United Kingdom,England,
36,8c059271-fe4f-4ef8-aefb-5466f00a8eb8,554025109,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_01,SX387362,50.20425,-4.260961,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Y,SX3836,United Kingdom,England,
37,84c3000b-4c8b-4cd5-a9c6-0bb87e0dd42d,554044479,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,04/02/2006,4,2,2006,04/02/2006,4,2,2006,C_MESH_06,SX333376,50.215333,-4.337181,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33I,SX3337,United Kingdom,England,
38,799270e0-6332-44f6-95b7-f8374f349c35,554044978,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_13,SX376319,50.165307,-4.274526,70.7,,SeaStar Survey,,S,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Q,SX3731,United Kingdom,England,
39,799121f8-06ab-478a-a039-4596811dce8b,T-MRMCS0150000790A,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,26/02/2012,26,2,2012,,NA,NA,NA,Alternative Rutts,SX606382,50.22805,-3.954691,70.7,-23.5 to -14.5 m,Sally Sharrock,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000004E,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX63,SX63E,SX6038,United Kingdom,England,alive
40,702b1579-2be2-4975-81e6-3dd7aa804d23,554044997,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,05/02/2006,5,2,2006,05/02/2006,5,2,2006,C_ER_13,SX375319,50.16528,-4.275925,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Q,SX3731,United Kingdom,England,
41,6f60f4f8-29bd-4437-a653-d94123282b5f,T-MRMCS0150000AC6B,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,08/02/2015,8,2,2015,,NA,NA,NA,Reef on West side of Persier,SX599445,50.28452,-3.967421,70.7,-25.5 to -21.5 m,Sally Sharrock,,,O,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000006E,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54X,SX5944,United Kingdom,England,alive
42,6f147dea-6282-47ca-a57a-dcb25e5fddaa,T-MRMCS0150000783B,CC-BY,Seasearch,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,26/02/2012,26,2,2012,,NA,NA,NA,Hilsea Point,SX544451,50.28875,-4.043906,70.7,-16.4 to -5 m,Jerry Pierce,,,R,SACFORN,NA,NA,,,,Accepted - considered correct,HumanObservation,MRMCS0150000004D,Seasearch Marine Surveys in England,dr690,Seasearch,dp119,Seasearch,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX54,SX54M,SX5445,United Kingdom,England,alive
43,6f0bc2f9-ab52-4c08-9de9-d2906e1b94f3,554025094,OGL,,Eunicella verrucosa,"(Pallas, 1766)",NA,Pink Sea-fan,NBNSYS0000040771,species,present,01/02/2006,1,2,2006,01/02/2006,1,2,2006,C_ER_01,SX387362,50.20425,-4.260961,70.7,,SeaStar Survey,,A,,,NA,NA,,,,Accepted,HumanObservation,MRNE030000000014,Natural England Marine Monitoring surveys,dr833,Natural England,dp83,Natural England,Animalia,Cnidaria,Anthozoa,Alcyonacea,Gorgoniidae,Eunicella,SX,SX33,SX33Y,SX3836,United Kingdom,England,
